Entity,Code,Day,people_fully_vaccinated
Puerto Rico,PRI,2021-05-20,1043268
Puerto Rico,PRI,2021-05-21,1059589
Puerto Rico,PRI,2021-05-22,1060100
Puerto Rico,PRI,2021-05-23,1077768
Puerto Rico,PRI,2021-05-24,1082939
Puerto Rico,PRI,2021-05-25,1085175
Puerto Rico,PRI,2021-05-26,1128402
Puerto Rico,PRI,2021-05-27,1145271
Puerto Rico,PRI,2021-05-28,1158419
Puerto Rico,PRI,2021-05-29,1168773
Puerto Rico,PRI,2021-05-30,1183285
Puerto Rico,PRI,2021-06-01,1189594
Puerto Rico,PRI,2021-06-02,1194121
Puerto Rico,PRI,2021-06-03,1204529
Puerto Rico,PRI,2021-06-04,1215937
Puerto Rico,PRI,2021-06-05,1232902
Puerto Rico,PRI,2021-06-06,1232959
Puerto Rico,PRI,2021-06-07,1247065
Puerto Rico,PRI,2021-06-08,1247861
Puerto Rico,PRI,2021-06-09,1259176
Puerto Rico,PRI,2021-06-10,1272298
Puerto Rico,PRI,2021-06-11,1272410
Puerto Rico,PRI,2021-06-12,1283950
Puerto Rico,PRI,2021-06-13,1294788
Puerto Rico,PRI,2021-06-14,1303887
Puerto Rico,PRI,2021-06-15,1315598
Puerto Rico,PRI,2021-06-16,1326897
Republic of Palau,,2021-01-15,1
Republic of Palau,,2021-01-19,1
Republic of Palau,,2021-01-20,1
Republic of Palau,,2021-01-21,2
Republic of Palau,,2021-01-22,2
Republic of Palau,,2021-01-23,2
Republic of Palau,,2021-01-24,2
Republic of Palau,,2021-01-25,2
Republic of Palau,,2021-01-26,2
Republic of Palau,,2021-01-29,1
Republic of Palau,,2021-01-30,1
Republic of Palau,,2021-01-31,1
Republic of Palau,,2021-02-01,1
Republic of Palau,,2021-02-02,63
Republic of Palau,,2021-02-03,119
Republic of Palau,,2021-02-04,119
Republic of Palau,,2021-02-05,251
Republic of Palau,,2021-02-06,251
Republic of Palau,,2021-02-07,358
Republic of Palau,,2021-02-08,358
Republic of Palau,,2021-02-09,359
Republic of Palau,,2021-02-10,418
Republic of Palau,,2021-02-11,722
Republic of Palau,,2021-02-12,762
Republic of Palau,,2021-02-13,1103
Republic of Palau,,2021-02-14,1212
Republic of Palau,,2021-02-16,1566
Republic of Palau,,2021-02-17,1899
Republic of Palau,,2021-02-18,1967
Republic of Palau,,2021-02-19,2380
Republic of Palau,,2021-02-20,2382
Republic of Palau,,2021-02-21,2665
Republic of Palau,,2021-02-22,2687
Republic of Palau,,2021-02-23,3041
Republic of Palau,,2021-02-24,3041
Republic of Palau,,2021-02-25,3051
Republic of Palau,,2021-02-26,3083
Republic of Palau,,2021-02-27,3085
Republic of Palau,,2021-02-28,3125
Republic of Palau,,2021-03-01,3125
Republic of Palau,,2021-03-02,3125
Republic of Palau,,2021-03-03,3125
Republic of Palau,,2021-03-04,3126
Republic of Palau,,2021-03-05,3127
Republic of Palau,,2021-03-06,3129
Republic of Palau,,2021-03-07,3129
Republic of Palau,,2021-03-08,3129
Republic of Palau,,2021-03-09,3130
Republic of Palau,,2021-03-10,3134
Republic of Palau,,2021-03-11,3136
Republic of Palau,,2021-03-12,3136
Republic of Palau,,2021-03-13,3137
Republic of Palau,,2021-03-14,3137
Republic of Palau,,2021-03-15,3137
Republic of Palau,,2021-03-16,3137
Republic of Palau,,2021-03-17,3139
Republic of Palau,,2021-03-18,3377
Republic of Palau,,2021-03-19,3378
Republic of Palau,,2021-03-20,3680
Republic of Palau,,2021-03-21,3683
Republic of Palau,,2021-03-22,3723
Republic of Palau,,2021-03-23,4125
Republic of Palau,,2021-03-24,4521
Republic of Palau,,2021-03-25,5145
Republic of Palau,,2021-03-26,5202
Republic of Palau,,2021-03-27,5203
Republic of Palau,,2021-03-28,5250
Republic of Palau,,2021-03-29,5250
Republic of Palau,,2021-03-30,5250
Republic of Palau,,2021-03-31,5251
Republic of Palau,,2021-04-01,5251
Republic of Palau,,2021-04-02,5299
Republic of Palau,,2021-04-03,5299
Republic of Palau,,2021-04-04,5299
Republic of Palau,,2021-04-05,5299
Republic of Palau,,2021-04-06,5305
Republic of Palau,,2021-04-07,5308
Republic of Palau,,2021-04-08,5629
Republic of Palau,,2021-04-09,5919
Republic of Palau,,2021-04-10,5919
Republic of Palau,,2021-04-11,6407
Republic of Palau,,2021-04-12,6409
Republic of Palau,,2021-04-13,6910
Republic of Palau,,2021-04-14,7437
Republic of Palau,,2021-04-15,7437
Republic of Palau,,2021-04-16,7968
Republic of Palau,,2021-04-17,7969
Republic of Palau,,2021-04-18,7970
Republic of Palau,,2021-04-19,7970
Republic of Palau,,2021-04-20,7971
Republic of Palau,,2021-04-21,7975
Republic of Palau,,2021-04-22,7977
Republic of Palau,,2021-04-23,7999
Republic of Palau,,2021-04-24,8000
Republic of Palau,,2021-04-25,8001
Republic of Palau,,2021-04-26,8002
Republic of Palau,,2021-04-27,8013
Republic of Palau,,2021-04-28,8382
Republic of Palau,,2021-04-29,8659
Republic of Palau,,2021-04-30,8847
Republic of Palau,,2021-05-01,8855
Republic of Palau,,2021-05-02,8855
Republic of Palau,,2021-05-03,8855
Republic of Palau,,2021-05-04,8961
Republic of Palau,,2021-05-05,9010
Republic of Palau,,2021-05-06,9011
Republic of Palau,,2021-05-07,9119
Republic of Palau,,2021-05-08,9120
Republic of Palau,,2021-05-09,9130
Republic of Palau,,2021-05-10,9130
Republic of Palau,,2021-05-11,9130
Republic of Palau,,2021-05-12,9130
Republic of Palau,,2021-05-13,9130
Republic of Palau,,2021-05-14,9130
Republic of Palau,,2021-05-15,9130
Republic of Palau,,2021-05-16,9131
Republic of Palau,,2021-05-17,9131
Republic of Palau,,2021-05-18,9530
Republic of Palau,,2021-05-19,9942
Republic of Palau,,2021-05-20,10408
Republic of Palau,,2021-05-21,10946
Republic of Palau,,2021-05-22,10946
Republic of Palau,,2021-05-23,11855
Republic of Palau,,2021-05-24,11855
Republic of Palau,,2021-05-25,11873
Republic of Palau,,2021-05-26,11965
Republic of Palau,,2021-05-27,11965
Republic of Palau,,2021-05-28,11965
Republic of Palau,,2021-05-29,11965
Republic of Palau,,2021-05-30,12337
Republic of Palau,,2021-06-01,12337
Republic of Palau,,2021-06-02,12337
Republic of Palau,,2021-06-03,12337
Republic of Palau,,2021-06-04,12481
Republic of Palau,,2021-06-05,12481
Republic of Palau,,2021-06-06,12481
Republic of Palau,,2021-06-07,12481
Republic of Palau,,2021-06-08,12482
Republic of Palau,,2021-06-09,12482
Republic of Palau,,2021-06-10,12482
Republic of Palau,,2021-06-11,12487
Republic of Palau,,2021-06-12,12487
Republic of Palau,,2021-06-13,12487
Republic of Palau,,2021-06-14,12489
Republic of Palau,,2021-06-15,12494
Republic of Palau,,2021-06-16,12494
Rhode Island,,2021-01-12,4141
Rhode Island,,2021-01-13,5490
Rhode Island,,2021-01-15,8156
Rhode Island,,2021-01-19,9902
Rhode Island,,2021-01-20,10696
Rhode Island,,2021-01-21,11136
Rhode Island,,2021-01-22,12023
Rhode Island,,2021-01-23,12580
Rhode Island,,2021-01-24,13260
Rhode Island,,2021-01-25,13649
Rhode Island,,2021-01-26,14148
Rhode Island,,2021-01-27,16410
Rhode Island,,2021-01-28,18562
Rhode Island,,2021-01-29,20321
Rhode Island,,2021-01-30,22401
Rhode Island,,2021-01-31,23408
Rhode Island,,2021-02-01,25435
Rhode Island,,2021-02-02,26027
Rhode Island,,2021-02-03,26973
Rhode Island,,2021-02-04,27884
Rhode Island,,2021-02-05,28979
Rhode Island,,2021-02-06,30711
Rhode Island,,2021-02-07,33699
Rhode Island,,2021-02-08,35402
Rhode Island,,2021-02-09,35770
Rhode Island,,2021-02-10,37051
Rhode Island,,2021-02-11,38158
Rhode Island,,2021-02-12,40051
Rhode Island,,2021-02-13,41591
Rhode Island,,2021-02-14,43717
Rhode Island,,2021-02-16,46511
Rhode Island,,2021-02-17,48089
Rhode Island,,2021-02-18,51711
Rhode Island,,2021-02-19,57064
Rhode Island,,2021-02-20,59553
Rhode Island,,2021-02-21,61609
Rhode Island,,2021-02-22,62287
Rhode Island,,2021-02-23,63455
Rhode Island,,2021-02-24,64774
Rhode Island,,2021-02-25,66168
Rhode Island,,2021-02-26,67700
Rhode Island,,2021-02-27,69910
Rhode Island,,2021-02-28,73919
Rhode Island,,2021-03-01,77763
Rhode Island,,2021-03-02,79532
Rhode Island,,2021-03-03,81394
Rhode Island,,2021-03-04,82946
Rhode Island,,2021-03-05,85952
Rhode Island,,2021-03-06,88932
Rhode Island,,2021-03-07,91305
Rhode Island,,2021-03-08,93178
Rhode Island,,2021-03-09,94332
Rhode Island,,2021-03-10,97198
Rhode Island,,2021-03-11,101364
Rhode Island,,2021-03-12,104330
Rhode Island,,2021-03-13,108252
Rhode Island,,2021-03-14,111247
Rhode Island,,2021-03-15,117146
Rhode Island,,2021-03-16,119774
Rhode Island,,2021-03-17,123688
Rhode Island,,2021-03-18,128504
Rhode Island,,2021-03-19,138714
Rhode Island,,2021-03-20,148748
Rhode Island,,2021-03-21,157270
Rhode Island,,2021-03-22,167542
Rhode Island,,2021-03-23,175119
Rhode Island,,2021-03-24,180299
Rhode Island,,2021-03-25,186246
Rhode Island,,2021-03-26,192575
Rhode Island,,2021-03-27,198769
Rhode Island,,2021-03-28,205007
Rhode Island,,2021-03-29,212922
Rhode Island,,2021-03-30,218881
Rhode Island,,2021-03-31,221888
Rhode Island,,2021-04-01,227282
Rhode Island,,2021-04-02,235663
Rhode Island,,2021-04-03,243536
Rhode Island,,2021-04-04,251655
Rhode Island,,2021-04-05,259292
Rhode Island,,2021-04-06,263821
Rhode Island,,2021-04-07,268487
Rhode Island,,2021-04-08,275166
Rhode Island,,2021-04-09,280240
Rhode Island,,2021-04-10,287291
Rhode Island,,2021-04-11,297589
Rhode Island,,2021-04-12,304112
Rhode Island,,2021-04-13,311996
Rhode Island,,2021-04-14,316219
Rhode Island,,2021-04-15,322059
Rhode Island,,2021-04-16,326821
Rhode Island,,2021-04-17,330605
Rhode Island,,2021-04-18,334820
Rhode Island,,2021-04-19,338292
Rhode Island,,2021-04-20,341923
Rhode Island,,2021-04-21,345231
Rhode Island,,2021-04-22,348690
Rhode Island,,2021-04-23,352039
Rhode Island,,2021-04-24,357627
Rhode Island,,2021-04-25,362965
Rhode Island,,2021-04-26,367273
Rhode Island,,2021-04-27,370331
Rhode Island,,2021-04-28,374665
Rhode Island,,2021-04-29,378325
Rhode Island,,2021-04-30,387339
Rhode Island,,2021-05-01,393974
Rhode Island,,2021-05-02,400124
Rhode Island,,2021-05-03,404012
Rhode Island,,2021-05-04,409424
Rhode Island,,2021-05-05,411681
Rhode Island,,2021-05-06,415637
Rhode Island,,2021-05-07,424191
Rhode Island,,2021-05-08,429851
Rhode Island,,2021-05-09,436478
Rhode Island,,2021-05-10,441665
Rhode Island,,2021-05-11,450262
Rhode Island,,2021-05-12,453167
Rhode Island,,2021-05-13,460011
Rhode Island,,2021-05-14,471623
Rhode Island,,2021-05-15,481912
Rhode Island,,2021-05-16,491332
Rhode Island,,2021-05-17,498493
Rhode Island,,2021-05-18,505752
Rhode Island,,2021-05-19,508155
Rhode Island,,2021-05-20,513205
Rhode Island,,2021-05-21,517581
Rhode Island,,2021-05-22,522443
Rhode Island,,2021-05-23,526132
Rhode Island,,2021-05-24,528534
Rhode Island,,2021-05-25,529682
Rhode Island,,2021-05-26,531736
Rhode Island,,2021-05-27,536009
Rhode Island,,2021-05-28,539299
Rhode Island,,2021-05-29,542834
Rhode Island,,2021-05-30,545968
Rhode Island,,2021-06-01,548366
Rhode Island,,2021-06-02,549970
Rhode Island,,2021-06-03,552367
Rhode Island,,2021-06-04,554711
Rhode Island,,2021-06-05,559040
Rhode Island,,2021-06-06,559384
Rhode Island,,2021-06-07,565845
Rhode Island,,2021-06-08,567659
Rhode Island,,2021-06-09,569845
Rhode Island,,2021-06-10,570000
Rhode Island,,2021-06-11,573852
Rhode Island,,2021-06-12,578327
Rhode Island,,2021-06-13,584049
Rhode Island,,2021-06-14,587390
Rhode Island,,2021-06-15,590495
Rhode Island,,2021-06-16,590578
South Carolina,,2021-01-12,3954
South Carolina,,2021-01-13,12213
South Carolina,,2021-01-15,19477
South Carolina,,2021-01-19,30243
South Carolina,,2021-01-20,30679
South Carolina,,2021-01-21,34277
South Carolina,,2021-01-22,38183
South Carolina,,2021-01-23,40812
South Carolina,,2021-01-24,43810
South Carolina,,2021-01-25,47563
South Carolina,,2021-01-26,48157
South Carolina,,2021-01-27,49869
South Carolina,,2021-01-28,55183
South Carolina,,2021-01-29,60974
South Carolina,,2021-01-30,66286
South Carolina,,2021-01-31,74459
South Carolina,,2021-02-01,80038
South Carolina,,2021-02-02,81203
South Carolina,,2021-02-03,84010
South Carolina,,2021-02-04,89983
South Carolina,,2021-02-05,96485
South Carolina,,2021-02-06,103432
South Carolina,,2021-02-07,113169
South Carolina,,2021-02-08,119206
South Carolina,,2021-02-09,119206
South Carolina,,2021-02-10,126831
South Carolina,,2021-02-11,133648
South Carolina,,2021-02-12,140806
South Carolina,,2021-02-13,153014
South Carolina,,2021-02-14,167699
South Carolina,,2021-02-16,183497
South Carolina,,2021-02-17,190900
South Carolina,,2021-02-18,201703
South Carolina,,2021-02-19,222887
South Carolina,,2021-02-20,237292
South Carolina,,2021-02-21,254826
South Carolina,,2021-02-22,272452
South Carolina,,2021-02-23,276492
South Carolina,,2021-02-24,286518
South Carolina,,2021-02-25,300144
South Carolina,,2021-02-26,313285
South Carolina,,2021-02-27,330330
South Carolina,,2021-02-28,345618
South Carolina,,2021-03-01,357296
South Carolina,,2021-03-02,359783
South Carolina,,2021-03-03,377722
South Carolina,,2021-03-04,412007
South Carolina,,2021-03-05,425519
South Carolina,,2021-03-06,454186
South Carolina,,2021-03-07,488020
South Carolina,,2021-03-08,499288
South Carolina,,2021-03-09,505570
South Carolina,,2021-03-10,516180
South Carolina,,2021-03-11,531345
South Carolina,,2021-03-12,545192
South Carolina,,2021-03-13,574452
South Carolina,,2021-03-14,574646
South Carolina,,2021-03-15,586073
South Carolina,,2021-03-16,589423
South Carolina,,2021-03-17,597686
South Carolina,,2021-03-18,609393
South Carolina,,2021-03-19,621862
South Carolina,,2021-03-20,630289
South Carolina,,2021-03-21,643124
South Carolina,,2021-03-22,656563
South Carolina,,2021-03-23,659949
South Carolina,,2021-03-24,673354
South Carolina,,2021-03-25,686118
South Carolina,,2021-03-26,699614
South Carolina,,2021-03-27,718292
South Carolina,,2021-03-28,738219
South Carolina,,2021-03-29,756487
South Carolina,,2021-03-30,762621
South Carolina,,2021-03-31,774353
South Carolina,,2021-04-01,792963
South Carolina,,2021-04-02,814682
South Carolina,,2021-04-03,816770
South Carolina,,2021-04-04,849778
South Carolina,,2021-04-05,861028
South Carolina,,2021-04-06,866348
South Carolina,,2021-04-07,887555
South Carolina,,2021-04-08,943051
South Carolina,,2021-04-09,966695
South Carolina,,2021-04-10,998461
South Carolina,,2021-04-11,1035551
South Carolina,,2021-04-12,1059793
South Carolina,,2021-04-13,1067882
South Carolina,,2021-04-14,1085136
South Carolina,,2021-04-15,1110692
South Carolina,,2021-04-16,1136479
South Carolina,,2021-04-17,1164968
South Carolina,,2021-04-18,1191167
South Carolina,,2021-04-19,1217389
South Carolina,,2021-04-20,1225336
South Carolina,,2021-04-21,1238348
South Carolina,,2021-04-22,1239512
South Carolina,,2021-04-23,1263362
South Carolina,,2021-04-24,1288767
South Carolina,,2021-04-25,1312372
South Carolina,,2021-04-26,1322487
South Carolina,,2021-04-27,1355898
South Carolina,,2021-04-28,1369231
South Carolina,,2021-04-29,1386994
South Carolina,,2021-04-30,1407621
South Carolina,,2021-05-01,1430024
South Carolina,,2021-05-02,1448468
South Carolina,,2021-05-03,1459528
South Carolina,,2021-05-04,1461521
South Carolina,,2021-05-05,1469399
South Carolina,,2021-05-06,1488726
South Carolina,,2021-05-07,1509990
South Carolina,,2021-05-08,1527211
South Carolina,,2021-05-09,1545538
South Carolina,,2021-05-10,1562287
South Carolina,,2021-05-11,1571394
South Carolina,,2021-05-12,1580061
South Carolina,,2021-05-13,1591804
South Carolina,,2021-05-14,1602108
South Carolina,,2021-05-15,1615969
South Carolina,,2021-05-16,1628925
South Carolina,,2021-05-17,1636837
South Carolina,,2021-05-18,1641574
South Carolina,,2021-05-19,1646147
South Carolina,,2021-05-20,1657313
South Carolina,,2021-05-21,1667179
South Carolina,,2021-05-22,1679297
South Carolina,,2021-05-23,1687194
South Carolina,,2021-05-24,1693694
South Carolina,,2021-05-25,1695996
South Carolina,,2021-05-26,1700920
South Carolina,,2021-05-27,1710606
South Carolina,,2021-05-28,1718585
South Carolina,,2021-05-29,1726922
South Carolina,,2021-05-30,1734405
South Carolina,,2021-06-01,1741817
South Carolina,,2021-06-02,1745365
South Carolina,,2021-06-03,1750335
South Carolina,,2021-06-04,1773436
South Carolina,,2021-06-05,1781600
South Carolina,,2021-06-06,1789545
South Carolina,,2021-06-07,1796557
South Carolina,,2021-06-08,1804772
South Carolina,,2021-06-09,1810325
South Carolina,,2021-06-10,1818527
South Carolina,,2021-06-11,1818631
South Carolina,,2021-06-12,1829833
South Carolina,,2021-06-13,1844607
South Carolina,,2021-06-14,1852295
South Carolina,,2021-06-15,1859472
South Carolina,,2021-06-16,1867916
South Dakota,,2021-01-12,7374
South Dakota,,2021-01-13,7921
South Dakota,,2021-01-15,9666
South Dakota,,2021-01-19,9777
South Dakota,,2021-01-20,9922
South Dakota,,2021-01-21,10796
South Dakota,,2021-01-22,13831
South Dakota,,2021-01-23,16164
South Dakota,,2021-01-24,17293
South Dakota,,2021-01-25,18504
South Dakota,,2021-01-26,18753
South Dakota,,2021-01-27,21895
South Dakota,,2021-01-28,24543
South Dakota,,2021-01-29,26665
South Dakota,,2021-01-30,28547
South Dakota,,2021-01-31,29362
South Dakota,,2021-02-01,30557
South Dakota,,2021-02-02,30803
South Dakota,,2021-02-03,31863
South Dakota,,2021-02-04,33898
South Dakota,,2021-02-05,35590
South Dakota,,2021-02-06,38626
South Dakota,,2021-02-07,39756
South Dakota,,2021-02-08,40368
South Dakota,,2021-02-09,40466
South Dakota,,2021-02-10,41607
South Dakota,,2021-02-11,43827
South Dakota,,2021-02-12,45505
South Dakota,,2021-02-13,48674
South Dakota,,2021-02-14,50247
South Dakota,,2021-02-16,51631
South Dakota,,2021-02-17,52337
South Dakota,,2021-02-18,54611
South Dakota,,2021-02-19,69083
South Dakota,,2021-02-20,73029
South Dakota,,2021-02-21,75719
South Dakota,,2021-02-22,77002
South Dakota,,2021-02-23,77602
South Dakota,,2021-02-24,79453
South Dakota,,2021-02-25,82296
South Dakota,,2021-02-26,86836
South Dakota,,2021-02-27,90204
South Dakota,,2021-02-28,93922
South Dakota,,2021-03-01,95432
South Dakota,,2021-03-02,95545
South Dakota,,2021-03-03,97334
South Dakota,,2021-03-04,100474
South Dakota,,2021-03-05,105267
South Dakota,,2021-03-06,108295
South Dakota,,2021-03-07,111664
South Dakota,,2021-03-08,113754
South Dakota,,2021-03-09,113842
South Dakota,,2021-03-10,116073
South Dakota,,2021-03-11,119696
South Dakota,,2021-03-12,125023
South Dakota,,2021-03-13,130331
South Dakota,,2021-03-14,134683
South Dakota,,2021-03-15,138196
South Dakota,,2021-03-16,138707
South Dakota,,2021-03-17,141180
South Dakota,,2021-03-18,145825
South Dakota,,2021-03-19,152321
South Dakota,,2021-03-20,158075
South Dakota,,2021-03-21,163402
South Dakota,,2021-03-22,165224
South Dakota,,2021-03-23,165441
South Dakota,,2021-03-24,168245
South Dakota,,2021-03-25,172622
South Dakota,,2021-03-26,177965
South Dakota,,2021-03-27,185598
South Dakota,,2021-03-28,191284
South Dakota,,2021-03-29,194048
South Dakota,,2021-03-30,194684
South Dakota,,2021-03-31,198087
South Dakota,,2021-04-01,202298
South Dakota,,2021-04-02,207448
South Dakota,,2021-04-03,213475
South Dakota,,2021-04-04,219273
South Dakota,,2021-04-05,220982
South Dakota,,2021-04-06,221239
South Dakota,,2021-04-07,224149
South Dakota,,2021-04-08,229617
South Dakota,,2021-04-09,235316
South Dakota,,2021-04-10,243221
South Dakota,,2021-04-11,249944
South Dakota,,2021-04-12,252006
South Dakota,,2021-04-13,252713
South Dakota,,2021-04-14,255954
South Dakota,,2021-04-15,260782
South Dakota,,2021-04-16,265903
South Dakota,,2021-04-17,270390
South Dakota,,2021-04-18,275463
South Dakota,,2021-04-19,277664
South Dakota,,2021-04-20,278289
South Dakota,,2021-04-21,281124
South Dakota,,2021-04-22,286542
South Dakota,,2021-04-23,294304
South Dakota,,2021-04-24,300874
South Dakota,,2021-04-25,306537
South Dakota,,2021-04-26,309054
South Dakota,,2021-04-27,309655
South Dakota,,2021-04-28,312997
South Dakota,,2021-04-29,318790
South Dakota,,2021-04-30,324779
South Dakota,,2021-05-01,334492
South Dakota,,2021-05-02,335011
South Dakota,,2021-05-03,335209
South Dakota,,2021-05-04,336891
South Dakota,,2021-05-05,338709
South Dakota,,2021-05-06,341966
South Dakota,,2021-05-07,345389
South Dakota,,2021-05-08,350806
South Dakota,,2021-05-09,351251
South Dakota,,2021-05-10,351404
South Dakota,,2021-05-11,353443
South Dakota,,2021-05-12,354554
South Dakota,,2021-05-13,356620
South Dakota,,2021-05-14,358626
South Dakota,,2021-05-15,362808
South Dakota,,2021-05-16,363115
South Dakota,,2021-05-17,363211
South Dakota,,2021-05-18,364162
South Dakota,,2021-05-19,364898
South Dakota,,2021-05-20,366351
South Dakota,,2021-05-21,367320
South Dakota,,2021-05-22,370054
South Dakota,,2021-05-23,370256
South Dakota,,2021-05-24,370343
South Dakota,,2021-05-25,370948
South Dakota,,2021-05-26,371636
South Dakota,,2021-05-27,372526
South Dakota,,2021-05-28,373661
South Dakota,,2021-05-29,374774
South Dakota,,2021-05-30,375341
South Dakota,,2021-06-01,375491
South Dakota,,2021-06-02,376030
South Dakota,,2021-06-03,377032
South Dakota,,2021-06-04,377759
South Dakota,,2021-06-05,378098
South Dakota,,2021-06-06,379683
South Dakota,,2021-06-07,380331
South Dakota,,2021-06-08,381212
South Dakota,,2021-06-09,381354
South Dakota,,2021-06-10,383451
South Dakota,,2021-06-11,384469
South Dakota,,2021-06-12,386604
South Dakota,,2021-06-13,388026
South Dakota,,2021-06-14,388687
South Dakota,,2021-06-15,389891
South Dakota,,2021-06-16,390006
Tennessee,,2021-01-12,17914
Tennessee,,2021-01-13,24026
Tennessee,,2021-01-15,37800
Tennessee,,2021-01-19,48867
Tennessee,,2021-01-20,52051
Tennessee,,2021-01-21,61743
Tennessee,,2021-01-22,76162
Tennessee,,2021-01-23,87376
Tennessee,,2021-01-24,96619
Tennessee,,2021-01-25,99842
Tennessee,,2021-01-26,101657
Tennessee,,2021-01-27,112362
Tennessee,,2021-01-28,123116
Tennessee,,2021-01-29,143592
Tennessee,,2021-01-30,155936
Tennessee,,2021-01-31,169166
Tennessee,,2021-02-01,178248
Tennessee,,2021-02-02,179546
Tennessee,,2021-02-03,192674
Tennessee,,2021-02-04,204419
Tennessee,,2021-02-05,215763
Tennessee,,2021-02-06,228198
Tennessee,,2021-02-07,244539
Tennessee,,2021-02-08,248911
Tennessee,,2021-02-09,250647
Tennessee,,2021-02-10,259283
Tennessee,,2021-02-11,267820
Tennessee,,2021-02-12,279980
Tennessee,,2021-02-13,288311
Tennessee,,2021-02-14,303722
Tennessee,,2021-02-16,313510
Tennessee,,2021-02-17,314957
Tennessee,,2021-02-18,318673
Tennessee,,2021-02-19,339016
Tennessee,,2021-02-20,344665
Tennessee,,2021-02-21,355245
Tennessee,,2021-02-22,356656
Tennessee,,2021-02-23,361428
Tennessee,,2021-02-24,380372
Tennessee,,2021-02-25,396696
Tennessee,,2021-02-26,416149
Tennessee,,2021-02-27,435414
Tennessee,,2021-02-28,458159
Tennessee,,2021-03-01,468251
Tennessee,,2021-03-02,470596
Tennessee,,2021-03-03,487741
Tennessee,,2021-03-04,501995
Tennessee,,2021-03-05,523776
Tennessee,,2021-03-06,538193
Tennessee,,2021-03-07,564759
Tennessee,,2021-03-08,573256
Tennessee,,2021-03-09,575734
Tennessee,,2021-03-10,591766
Tennessee,,2021-03-11,607004
Tennessee,,2021-03-12,623522
Tennessee,,2021-03-13,639623
Tennessee,,2021-03-14,659519
Tennessee,,2021-03-15,670717
Tennessee,,2021-03-16,674887
Tennessee,,2021-03-17,687720
Tennessee,,2021-03-18,702983
Tennessee,,2021-03-19,716719
Tennessee,,2021-03-20,732619
Tennessee,,2021-03-21,752414
Tennessee,,2021-03-22,768098
Tennessee,,2021-03-23,774373
Tennessee,,2021-03-24,793358
Tennessee,,2021-03-25,815079
Tennessee,,2021-03-26,837573
Tennessee,,2021-03-27,862669
Tennessee,,2021-03-28,897034
Tennessee,,2021-03-29,912101
Tennessee,,2021-03-30,917989
Tennessee,,2021-03-31,942765
Tennessee,,2021-04-01,972815
Tennessee,,2021-04-02,999097
Tennessee,,2021-04-03,1034467
Tennessee,,2021-04-04,1054528
Tennessee,,2021-04-05,1064206
Tennessee,,2021-04-06,1066408
Tennessee,,2021-04-07,1095400
Tennessee,,2021-04-08,1128731
Tennessee,,2021-04-09,1158751
Tennessee,,2021-04-10,1192566
Tennessee,,2021-04-11,1227764
Tennessee,,2021-04-12,1243190
Tennessee,,2021-04-13,1247930
Tennessee,,2021-04-14,1260041
Tennessee,,2021-04-15,1294250
Tennessee,,2021-04-16,1327292
Tennessee,,2021-04-17,1358755
Tennessee,,2021-04-18,1395098
Tennessee,,2021-04-19,1405338
Tennessee,,2021-04-20,1411566
Tennessee,,2021-04-21,1440463
Tennessee,,2021-04-22,1474314
Tennessee,,2021-04-23,1507366
Tennessee,,2021-04-24,1541957
Tennessee,,2021-04-25,1574802
Tennessee,,2021-04-26,1586811
Tennessee,,2021-04-27,1592705
Tennessee,,2021-04-28,1615795
Tennessee,,2021-04-29,1644492
Tennessee,,2021-04-30,1671930
Tennessee,,2021-05-01,1699653
Tennessee,,2021-05-02,1725959
Tennessee,,2021-05-03,1735542
Tennessee,,2021-05-04,1740456
Tennessee,,2021-05-05,1763967
Tennessee,,2021-05-06,1802156
Tennessee,,2021-05-07,1841115
Tennessee,,2021-05-08,1873334
Tennessee,,2021-05-09,1898730
Tennessee,,2021-05-10,1911401
Tennessee,,2021-05-11,1920942
Tennessee,,2021-05-12,1936506
Tennessee,,2021-05-13,1953189
Tennessee,,2021-05-14,1969982
Tennessee,,2021-05-15,1997340
Tennessee,,2021-05-16,2031846
Tennessee,,2021-05-17,2044935
Tennessee,,2021-05-18,2048916
Tennessee,,2021-05-19,2060155
Tennessee,,2021-05-20,2072318
Tennessee,,2021-05-21,2085654
Tennessee,,2021-05-22,2099426
Tennessee,,2021-05-23,2112158
Tennessee,,2021-05-24,2117457
Tennessee,,2021-05-25,2120958
Tennessee,,2021-05-26,2130107
Tennessee,,2021-05-27,2139212
Tennessee,,2021-05-28,2147408
Tennessee,,2021-05-29,2156466
Tennessee,,2021-05-30,2166173
Tennessee,,2021-06-01,2173313
Tennessee,,2021-06-02,2175414
Tennessee,,2021-06-03,2182063
Tennessee,,2021-06-04,2189556
Tennessee,,2021-06-05,2199057
Tennessee,,2021-06-06,2199341
Tennessee,,2021-06-07,2207231
Tennessee,,2021-06-08,2213039
Tennessee,,2021-06-09,2221860
Tennessee,,2021-06-10,2232783
Tennessee,,2021-06-11,2232867
Tennessee,,2021-06-12,2244193
Tennessee,,2021-06-13,2254866
Tennessee,,2021-06-14,2293236
Tennessee,,2021-06-15,2305384
Tennessee,,2021-06-16,2316420
Texas,,2021-01-12,101317
Texas,,2021-01-13,115965
Texas,,2021-01-15,155660
Texas,,2021-01-19,179801
Texas,,2021-01-20,187503
Texas,,2021-01-21,205538
Texas,,2021-01-22,230596
